ext_recipe_id,ingredient_pos,ingredient_text,ingredient_text_norm
264,9,1 pound ground turkey,1 pound ground turkey
264,10,1 cup cooked rice,1 cup cooked rice
264,11,1 cup minced onion,1 cup minced onion
264,12,"4 garlic cloves,","4 garlic cloves,"
264,13,olive oil cooking spray,olive oil cooking spray
264,14,1/2 cup shredded mozzarella cheese,1/2 cup shredded mozzarella cheese
264,15,"parsley, for garnish (optional)","parsley, for garnish (optional)"
265,1,1 1/2 cups half and half,1 1/2 cups half and half
265,2,3 chai tea bags,3 chai tea bags
266,1,1 tablespoon olive oil,1 tablespoon olive oil
266,2,1 pound 93% lean ground turkey,1 pound 93% lean ground turkey
266,3,2 zucchini,2 zucchini
266,4,1 pepper bell pepper,1 pepper bell pepper
266,5,"1 small onion,","1 small onion,"
266,6,2 cloves garlic,2 cloves garlic
266,7,1 (15.25 ounce) can black beans,1 (15.25 ounce) can black beans
266,8,1 (14.5 ounce) can fire roasted tomatoes,1 (14.5 ounce) can fire roasted tomatoes
266,9,"1 (14 1/2 ounce) new potatoes, drained and rinsed","1 (14 1/2 ounce) new potatoes, drained and rinsed"
266,10,1 teaspoon dried basil,1 teaspoon dried basil
266,11,1 teaspoon dried thyme,1 teaspoon dried thyme
266,12,salt and freshly ground black pepper to taste,salt and freshly ground black pepper to taste
266,13,chopped fresh parsley,chopped fresh parsley
267,1,2 tablespoons olive oil,2 tablespoons olive oil
267,2,1 tablespoon balsamic vinegar,1 tablespoon balsamic vinegar
267,3,1/2 teaspoon herbs,1/2 teaspoon herbs
267,4,1/8 teaspoon garlic,1/8 teaspoon garlic
267,5,8 ounce strip steak,8 ounce strip steak
268,1,2 fluid ounces lemon infused vodka,2 fluid ounces lemon infused vodka
268,2,2 fluid ounces blueberry lemonade,2 fluid ounces blueberry lemonade
268,3,1/2 luid ounce agave syrup or simple syrup,1/2 luid ounce agave syrup or simple syrup
268,4,1 teaspoon lime juice,1 teaspoon lime juice
268,5,"1 wedge plus 1 slice lemon or lime, divided,","1 wedge plus 1 slice lemon or lime, divided,"
268,6,"chili lime seasoning, such as Tajin","chili lime seasoning, such as tajin"
269,1,5 ounces feta cheese,5 ounces feta cheese
269,2,"1 avocado,","1 avocado,"
269,3,3/4 cup olive oil,3/4 cup olive oil
269,4,"2 limes, juiced","2 limes, juiced"
269,5,1/4 cup fresh parsley leaves,1/4 cup fresh parsley leaves
269,6,1/2 cup fresh cilantro leaves,1/2 cup fresh cilantro leaves
269,7,1/4 cup green onions,1/4 cup green onions
269,8,1 garlic clove,1 garlic clove
269,9,1/2 teaspoon ground black pepper,1/2 teaspoon ground black pepper
269,10,salt to taste,salt to taste
270,1,"2 1/2 pounds skinless, boneless chicken thighs","2 1/2 pounds skinless, boneless chicken thighs"
270,2,1/2 teaspoon salt,1/2 teaspoon salt
270,3,1/2 teaspoon ground black pepper,1/2 teaspoon ground black pepper
270,4,1 teaspoon smoked paprika,1 teaspoon smoked paprika
270,5,3/4 teaspoon granulated garlic,3/4 teaspoon granulated garlic
270,6,3/4 teaspoon granulated onion,3/4 teaspoon granulated onion
270,7,3/4 cup peach preserves,3/4 cup peach preserves
270,8,1/4 cup mango ginger habanero sauce,1/4 cup mango ginger habanero sauce
270,9,"1 lemon, zested","1 lemon, zested"
270,10,fresh parsley sprigs,fresh parsley sprigs
271,1,3 tablespoons extra-virgin olive oil,3 tablespoons extra-virgin olive oil
271,2,3 habanero peppers,3 habanero peppers
271,3,2 Roma tomatoes,2 roma tomatoes
271,4,"2 garlic cloves, peeled","2 garlic cloves, peeled"
271,5,1/4 white onion,1/4 white onion
271,6,"1 1/2 teaspoons chicken bouillon powder,","1 1/2 teaspoons chicken bouillon powder,"
272,1,"1 1/2 medium ripe bananas, sliced","1 1/2 medium ripe bananas, sliced"
272,2,"3/4 cup brown sugar substitute, such as Swerve","3/4 cup brown sugar substitute, such as swerve"
272,3,"1/4 cup maple-flavored syrup, such as Pyure®","1/4 cup maple-flavored syrup, such as pyure®"
272,4,3/4 cup water,3/4 cup water
272,5,1/2 teaspoon salt,1/2 teaspoon salt
272,6,1 teaspoon cinnamon,1 teaspoon cinnamon
272,7,1/2 teaspoon banana extract,1/2 teaspoon banana extract
272,8,1/2 teaspoon,1/2 teaspoon
272,9,1/2 teaspoon vanilla extract,1/2 teaspoon vanilla extract
273,1,1/2 cup unsalted butter,1/2 cup unsalted butter
273,2,1/2 cup brown sugar,1/2 cup brown sugar
273,3,1/4 cup white sugar,1/4 cup white sugar
273,4,1 teaspoon ground cinnamon,1 teaspoon ground cinnamon
273,5,1/2 teaspoon salt,1/2 teaspoon salt
273,6,1/4 teaspoon ground nutmeg,1/4 teaspoon ground nutmeg
273,7,1 cup mashed banana,1 cup mashed banana
273,8,1 large egg yolk,1 large egg yolk
273,9,1 1/2 teaspoons vanilla extract,1 1/2 teaspoons vanilla extract
273,10,1 1/4 cups all-purpose flour,1 1/4 cups all-purpose flour
273,11,1/4 teaspoon baking soda,1/4 teaspoon baking soda
273,12,1/2 cup chopped walnuts,1/2 cup chopped walnuts
274,1,1 Japanese eggplant,1 japanese eggplant
274,2,1 yellow squash,1 yellow squash
274,3,1/3 cup oil and vinegar salad dressing,1/3 cup oil and vinegar salad dressing
274,4,1/2 teaspoon dried dill,1/2 teaspoon dried dill
275,1,1/2 cup unsalted butter,1/2 cup unsalted butter
275,2,3/4 cup whole milk,3/4 cup whole milk
275,3,3 large eggs,3 large eggs
275,4,1 cup white sugar,1 cup white sugar
275,5,3/4 teaspoon salt,3/4 teaspoon salt
275,6,1/4 teaspoon ground nutmeg,1/4 teaspoon ground nutmeg
275,7,1 1/2 teaspoons vanilla extract,1 1/2 teaspoons vanilla extract
275,8,1/2 teaspoon almond extract,1/2 teaspoon almond extract
275,9,1 1/2 cups all-purpose flour,1 1/2 cups all-purpose flour
275,10,1 1/2 teaspoons baking powder,1 1/2 teaspoons baking powder
276,1,3/4 cup ketchup,3/4 cup ketchup
276,2,1/3 cup apple cider vinegar,1/3 cup apple cider vinegar
276,3,2 tablespoons Worcestershire sauce,2 tablespoons worcestershire sauce
277,1,1 cup unsalted butter,1 cup unsalted butter
277,2,1 cup chopped walnuts,1 cup chopped walnuts
277,3,"1 3/4 cups bananas,","1 3/4 cups bananas,"
277,4,1 1/2 teaspoons ground cinnamon,1 1/2 teaspoons ground cinnamon
277,5,1 teaspoon salt,1 teaspoon salt
277,6,1/4 teaspoon ground nutmeg,1/4 teaspoon ground nutmeg
277,7,1 cup dark brown sugar,1 cup dark brown sugar
277,8,1/4 cup white sugar,1/4 cup white sugar
277,9,1 large egg yolk,1 large egg yolk
277,10,2 teaspoons vanilla extract,2 teaspoons vanilla extract
277,11,2 cups all-purpose flour,2 cups all-purpose flour
277,12,1 tablespoon cornstarch,1 tablespoon cornstarch
277,13,1/2 teaspoon baking soda,1/2 teaspoon baking soda
278,1,2 teaspoons unsalted butter,2 teaspoons unsalted butter
278,2,"1 12 oounce) package chicken sausage,","1 12 oounce) package chicken sausage,"
278,3,14 ounces frozen gnocchi,14 ounces frozen gnocchi
278,4,2 tablespoons chicken bone broth,2 tablespoons chicken bone broth
278,5,"1 clove garlic,","1 clove garlic,"
278,6,2 tablespoons heavy cream,2 tablespoons heavy cream
278,7,1/2 cup spinach,1/2 cup spinach
279,1,3/4 cup ketchup,3/4 cup ketchup
279,2,1/2 cup beer,1/2 cup beer
279,3,1 tablespoon Worcestershire sauce,1 tablespoon worcestershire sauce
279,4,1/2 teaspoon onion powder,1/2 teaspoon onion powder
279,5,1/4 teaspoon cayenne,1/4 teaspoon cayenne
279,6,2 baking potatoes,2 baking potatoes
279,7,olive oil cooking spray,olive oil cooking spray
279,8,1/2 teaspoon garlic powder,1/2 teaspoon garlic powder
279,9,salt and freshly ground black pepper,salt and freshly ground black pepper
280,1,1 pound ground beef,1 pound ground beef
280,2,"2 cloves garlic,","2 cloves garlic,"
280,3,2 tablespoons canola oil or avocado oil,2 tablespoons canola oil or avocado oil
280,4,"1/2 small head cabbage,","1/2 small head cabbage,"
280,5,1 medium onion,1 medium onion
280,6,1 bell pepper,1 bell pepper
280,7,"4 ounces Baby Bella (cremini) mushrooms,","4 ounces baby bella (cremini) mushrooms,"
281,1,1 pound chicken breast,1 pound chicken breast
281,2,1/2 tablespoon olive oil,1/2 tablespoon olive oil
281,3,1/4 teaspoon smoked paprika,1/4 teaspoon smoked paprika
281,4,1/4 teaspoon garlic powder,1/4 teaspoon garlic powder
281,5,1/4 teaspoon onion powder,1/4 teaspoon onion powder
281,6,1/4 teaspoon celery seed,1/4 teaspoon celery seed
281,7,salt and freshly ground black pepper to taste,salt and freshly ground black pepper to taste
281,8,"8 slices bacon, cut in half crosswise","8 slices bacon, cut in half crosswise"
281,9,1/3 cup barbecue sauce,1/3 cup barbecue sauce
282,1,1/2 cup low-fat cottage cheese,1/2 cup low-fat cottage cheese
282,2,2 large strawberries,2 large strawberries
282,3,3 raspberries,3 raspberries
282,4,3 blackberries,3 blackberries
282,5,1 tablespoon pistachios,1 tablespoon pistachios
282,6,1 teaspoon flaxseed,1 teaspoon flaxseed
282,7,1 tablespoon honey,1 tablespoon honey
283,1,"1 pound cherry tomatoes, halved","1 pound cherry tomatoes, halved"
283,2,"1 cup butter, softened","1 cup butter, softened"
283,3,2 cloves garlic,2 cloves garlic
283,4,1/2 tablespoon sugar,1/2 tablespoon sugar
283,5,"1/2 teaspoon salt, or more to taste","1/2 teaspoon salt, or more to taste"
283,6,"1/4 teaspoon black pepper, or more to taste","1/4 teaspoon black pepper, or more to taste"
283,7,"1 tablespoon fresh basil, or more to taste","1 tablespoon fresh basil, or more to taste"
284,1,1/3 cup olive oil,1/3 cup olive oil
284,2,3 tablespoons white balsamic vinegar,3 tablespoons white balsamic vinegar
284,3,2 tablespoons sun-dried tomatoes in oil,2 tablespoons sun-dried tomatoes in oil
284,4,1 fresh fresh,1 fresh fresh
284,5,"4 olives,","4 olives,"
284,6,3 tablespoons fresh thyme,3 tablespoons fresh thyme
284,7,3 tablespoons feta,3 tablespoons feta
284,8,black pepper,black pepper
285,1,4 cups fresh cherries,4 cups fresh cherries
285,2,1/2 cup white sugar,1/2 cup white sugar
285,3,2 tablespoons lemon juice,2 tablespoons lemon juice
285,4,2 tablespoons cornstarch,2 tablespoons cornstarch
285,5,1/2 teaspoon lemon zest,1/2 teaspoon lemon zest
286,1,1/2 cup sweet chili sauce,1/2 cup sweet chili sauce
286,2,2 tablespoons low-sodium soy sauce,2 tablespoons low-sodium soy sauce
286,3,1 tablespoon sesame oil,1 tablespoon sesame oil
286,4,2 teaspoons garlic paste,2 teaspoons garlic paste
286,5,1 teaspoon ginger paste,1 teaspoon ginger paste
286,6,1 tablespoon lime juice,1 tablespoon lime juice
286,7,1/2 teaspoon chili flakes,1/2 teaspoon chili flakes
286,8,1 pound chicken breast,1 pound chicken breast
287,1,1 large egg,1 large egg
287,2,2 tablespoons jalapeno pepper,2 tablespoons jalapeno pepper
287,3,1 tablespoon reduced-sodium soy sauce,1 tablespoon reduced-sodium soy sauce
287,4,1 teaspoon onion powder,1 teaspoon onion powder
287,5,1 teaspoon ground ginger,1 teaspoon ground ginger
287,6,2 garlic cloves,2 garlic cloves
287,7,ground black pepper to taste,ground black pepper to taste
287,8,1 pound ground chicken,1 pound ground chicken
287,9,1/2 cup panko breadcrumbs,1/2 cup panko breadcrumbs
288,1,1/2 cup olive oil,1/2 cup olive oil
288,2,1 tablespoon fresh oregano,1 tablespoon fresh oregano
288,3,2 tablespoons fresh dill,2 tablespoons fresh dill
288,4,3 tablespoons feta cheese,3 tablespoons feta cheese
288,5,2 tablespoons sun-dried tomatoes,2 tablespoons sun-dried tomatoes
288,6,2 tablespoons pimento-stuffed olives,2 tablespoons pimento-stuffed olives
288,7,1 garlic clove,1 garlic clove
288,8,1 teaspoon smoked paprika,1 teaspoon smoked paprika
288,9,"1 lemon, zested","1 lemon, zested"
288,10,1/4 teaspoon salt,1/4 teaspoon salt
288,11,1/4 teaspoon ground black pepper,1/4 teaspoon ground black pepper
289,1,1 (750 ml bottle vodka,1 (750 ml bottle vodka
289,2,1 cup coffee liqueur,1 cup coffee liqueur
289,3,4 tablespoons espresso powder,4 tablespoons espresso powder
289,4,2 tablespoons simple syrup,2 tablespoons simple syrup
289,5,1 pinch sea salt,1 pinch sea salt
289,6,"water, as needed","water, as needed"
289,7,ice,ice
289,8,coffee beans for garnish (optional),coffee beans for garnish (optional)
290,1,1 cup mayonnaise,1 cup mayonnaise
290,2,1 jalapeno,1 jalapeno
290,3,"1/2 red pepper,","1/2 red pepper,"
290,4,2 tablespoons grated Parmesan cheese,2 tablespoons grated parmesan cheese
290,5,1/2 teaspoon mustard powder,1/2 teaspoon mustard powder
290,6,1/2 teaspoon onion powder,1/2 teaspoon onion powder
290,7,1/2 teaspoon garlic powder,1/2 teaspoon garlic powder
290,8,1/2 teaspoon cayenne pepper,1/2 teaspoon cayenne pepper
290,9,1/2 teaspoon oregano,1/2 teaspoon oregano
290,10,"1/2 teaspoon salt, or to taste","1/2 teaspoon salt, or to taste"
290,11,1/4 teaspoon ground black pepper,1/4 teaspoon ground black pepper
290,12,"1/2 lime, juiced","1/2 lime, juiced"
291,1,"1 (5.2 counce) spreadable gourmet cheese,","1 (5.2 counce) spreadable gourmet cheese,"
291,2,"8 grape tomatoes, chopped","8 grape tomatoes, chopped"
291,3,"5 basil leaves,","5 basil leaves,"
291,4,2 teaspoons balsamic vinegar,2 teaspoons balsamic vinegar
291,5,"1 small ciabatta roll,","1 small ciabatta roll,"
292,1,1 lemon,1 lemon
292,2,"1 dill pickle spear, such as Grillo's","1 dill pickle spear, such as grillo's"
292,3,1/4 cup white cane sugar,1/4 cup white cane sugar
292,4,1 ( 32 ounce pickle container or deli container with lid,1 ( 32 ounce pickle container or deli container with lid
292,5,wooden muddler,wooden muddler
292,6,ice as needed,ice as needed
292,7,2 cups water,2 cups water
292,8,1/4 cup pickle juice,1/4 cup pickle juice
292,9,lemon slices or pickle spears,lemon slices or pickle spears
293,1,1/2 cup plus 1 tablespoon unsalted butter,1/2 cup plus 1 tablespoon unsalted butter
293,2,1 (11 ounce) bag milk chocolate or semisweet chocolate chips,1 (11 ounce) bag milk chocolate or semisweet chocolate chips
293,3,"1 (10 ounce) bag mini marshmallows, divided","1 (10 ounce) bag mini marshmallows, divided"
293,4,1 teaspoon vanilla extract,1 teaspoon vanilla extract
293,5,1/2 teaspoon salt,1/2 teaspoon salt
293,6,"1 (11 ounce) box graham cereal, such as Golden Grahams®","1 (11 ounce) box graham cereal, such as golden grahams®"
293,7,"salt, such as Maldon","salt, such as maldon"
294,1,"6 large hard boiled eggs,","6 large hard boiled eggs,"
294,2,1/4 cup mayonnaise,1/4 cup mayonnaise
294,3,1 1/2 tablespoons fresh dill,1 1/2 tablespoons fresh dill
294,4,1 1/2 tablespoons chives,1 1/2 tablespoons chives
294,5,2 teaspoons Dijon mustard,2 teaspoons dijon mustard
294,6,1 teaspoon parsley,1 teaspoon parsley
294,7,1 teaspoon lemon juice,1 teaspoon lemon juice
294,8,1/2 teaspoon anchovy paste (optional),1/2 teaspoon anchovy paste (optional)
294,9,salt and freshly ground black pepper to taste,salt and freshly ground black pepper to taste
295,1,1/3 cup vegetable oil,1/3 cup vegetable oil
295,2,1/4 cup water,1/4 cup water
295,3,1 large egg,1 large egg
295,4,1 teaspoon almond extract (,1 teaspoon almond extract (
295,5,"1 (18- ounce) packagebrownie mix, such as brownie mix, such as","1 (18- ounce) packagebrownie mix, such as brownie mix, such as"
295,6,"1 cup fresh dark sweet cherries,","1 cup fresh dark sweet cherries,"
295,7,1/3 cup pecans,1/3 cup pecans
296,1,1 1/2 pounds chicken breas,1 1/2 pounds chicken breas
296,2,1 large egg,1 large egg
296,3,1/4 cup water,1/4 cup water
296,4,1 cup all-purpose flour,1 cup all-purpose flour
296,5,1 teaspoon garlic powder,1 teaspoon garlic powder
296,6,1 teaspoon cayenne pepper,1 teaspoon cayenne pepper
296,7,1 teaspoon ground coriander,1 teaspoon ground coriander
296,8,1 teaspoon salt,1 teaspoon salt
296,9,1 teaspoon ground black pepper,1 teaspoon ground black pepper
296,10,2 cups panko bread crumbs,2 cups panko bread crumbs
296,11,"1 cup avocado oil or other vegetable oil, or more as needed for frying","1 cup avocado oil or other vegetable oil, or more as needed for frying"
297,1,1/2 cup seasoned bread crumbs,1/2 cup seasoned bread crumbs
297,2,"1/2 cup Parmesan cheese,","1/2 cup parmesan cheese,"
297,3,1/4 cup chopped fresh parsley,1/4 cup chopped fresh parsley
297,4,1 tablespoon dried oregano,1 tablespoon dried oregano
297,5,1/2 tablespoon garlic or garlic paste,1/2 tablespoon garlic or garlic paste
297,6,1/2 tablespoon kosher salt,1/2 tablespoon kosher salt
297,7,1/2 tablespoon black pepper,1/2 tablespoon black pepper
297,8,1 teaspoon dried basil,1 teaspoon dried basil
297,9,1/2 teaspoon red pepper flakes,1/2 teaspoon red pepper flakes
297,10,"1 large egg,","1 large egg,"
297,11,1/4 cup milk,1/4 cup milk
297,12,1 1/4 cups beef broth,1 1/4 cups beef broth
297,13,1 pound ground beef,1 pound ground beef
298,1,1 cups fresh peaches,1 cups fresh peaches
298,2,1/3 cup brown sugar,1/3 cup brown sugar
298,3,1 tablespoon unsalted butter,1 tablespoon unsalted butter
298,4,1/2 teaspoon vanilla extract,1/2 teaspoon vanilla extract
298,5,1/4 teaspoon ground cinnamon,1/4 teaspoon ground cinnamon
298,6,1/8 teaspoon ground nutmeg,1/8 teaspoon ground nutmeg
298,7,1 pinch salt,1 pinch salt
298,8,2 teaspoons fresh lemon juice,2 teaspoons fresh lemon juice
298,9,1 1/2 teaspoons cornstarch,1 1/2 teaspoons cornstarch
299,1,1 pound pork belly,1 pound pork belly
299,2,1/4 cup gochujang,1/4 cup gochujang
299,3,2 tablespoons soy sauce,2 tablespoons soy sauce
299,4,"1 tablespoon honey,","1 tablespoon honey,"
299,5,1 teaspoon ground ginger,1 teaspoon ground ginger
300,1,cooking spray,cooking spray
300,2,"3 (5 ounce) filets salmon, with skin on and about 1-inch thick at thickest part","3 (5 ounce) filets salmon, with skin on and about 1-inch thick at thickest part"
300,3,salt and freshly ground black pepper to taste,salt and freshly ground black pepper to taste
300,4,"3 cups green beans, trimmed","3 cups green beans, trimmed"
300,5,2 tablespoons olive oil,2 tablespoons olive oil
300,6,1/4 cup honey,1/4 cup honey
300,7,1/4 cup Dijon mustard,1/4 cup dijon mustard
300,8,1/2,1/2
300,9,"2 cloves garlic,","2 cloves garlic,"
300,10,1/4 teaspoon cayenne pepper (optional),1/4 teaspoon cayenne pepper (optional)
300,11,"lemon slices,","lemon slices,"
301,1,1/2 cup pineapple juice,1/2 cup pineapple juice
301,2,"2 limes, divided","2 limes, divided"
301,3,1 1/2 tablespoons olive oil,1 1/2 tablespoons olive oil
301,4,1 1/2 teaspoon salt-free adobo seasoning,1 1/2 teaspoon salt-free adobo seasoning
